4.40E-35 2.19E-26 1.88E-19 1.80E-16 3.07E-14 1.65E-12 1.20E-11 8.43E-11 3.90E-10 7.35E-10 1.17E-09 1.69E-09 2.05E-09 2.48E-09 2.86E-09 3.00E-09 3.05E-09 3.00E-09 2.91E-09 2.75E-09 2.50E-09 2.31E-09 2.11E-09 1.89E-09 1.74E-09 1.54E-09 1.30E-09 1.16E-09 1.03E-09
4.40E-35 2.19E-26 1.88E-19 1.80E-16 3.07E-14 1.64E-12 1.20E-11 8.42E-11 3.90E-10 7.34E-10 1.17E-09 1.69E-09 2.05E-09 2.48E-09 2.86E-09 2.99E-09 3.04E-09 2.99E-09 2.91E-09 2.75E-09 2.49E-09 2.31E-09 2.11E-09 1.89E-09 1.74E-09 1.53E-09 1.30E-09 1.16E-09 1.03E-09
4.40E-35 2.19E-26 1.88E-19 1.80E-16 3.06E-14 1.64E-12 1.20E-11 8.41E-11 3.89E-10 7.32E-10 1.17E-09 1.69E-09 2.04E-09 2.47E-09 2.85E-09 2.99E-09 3.04E-09 2.99E-09 2.91E-09 2.74E-09 2.49E-09 2.30E-09 2.10E-09 1.88E-09 1.73E-09 1.53E-09 1.30E-09 1.16E-09 1.03E-09
4.40E-35 2.19E-26 1.88E-19 1.80E-16 3.06E-14 1.64E-12 1.20E-11 8.38E-11 3.88E-10 7.30E-10 1.17E-09 1.68E-09 2.03E-09 2.46E-09 2.84E-09 2.98E-09 3.03E-09 2.98E-09 2.90E-09 2.74E-09 2.48E-09 2.30E-09 2.10E-09 1.88E-09 1.73E-09 1.53E-09 1.30E-09 1.16E-09 1.03E-09
4.40E-35 2.19E-26 1.88E-19 1.80E-16 3.06E-14 1.64E-12 1.19E-11 8.36E-11 3.87E-10 7.27E-10 1.16E-09 1.67E-09 2.03E-09 2.46E-09 2.83E-09 2.97E-09 3.02E-09 2.97E-09 2.89E-09 2.73E-09 2.48E-09 2.29E-09 2.09E-09 1.88E-09 1.73E-09 1.53E-09 1.30E-09 1.16E-09 1.02E-09
4.40E-35 2.19E-26 1.88E-19 1.79E-16 3.05E-14 1.63E-12 1.19E-11 8.34E-11 3.85E-10 7.25E-10 1.16E-09 1.67E-09 2.02E-09 2.44E-09 2.82E-09 2.96E-09 3.01E-09 2.96E-09 2.88E-09 2.72E-09 2.47E-09 2.29E-09 2.09E-09 1.87E-09 1.72E-09 1.52E-09 1.29E-09 1.16E-09 1.02E-09
4.40E-35 2.18E-26 1.87E-19 1.79E-16 3.04E-14 1.63E-12 1.19E-11 8.30E-11 3.83E-10 7.20E-10 1.15E-09 1.66E-09 2.00E-09 2.43E-09 2.80E-09 2.94E-09 2.99E-09 2.94E-09 2.86E-09 2.71E-09 2.46E-09 2.28E-09 2.08E-09 1.86E-09 1.72E-09 1.52E-09 1.29E-09 1.15E-09 1.02E-09
4.40E-35 2.18E-26 1.87E-19 1.79E-16 3.04E-14 1.62E-12 1.18E-11 8.26E-11 3.81E-10 7.16E-10 1.14E-09 1.64E-09 1.99E-09 2.41E-09 2.78E-09 2.92E-09 2.97E-09 2.93E-09 2.85E-09 2.69E-09 2.45E-09 2.27E-09 2.07E-09 1.86E-09 1.71E-09 1.51E-09 1.28E-09 1.15E-09 1.02E-09
4.40E-35 2.18E-26 1.87E-19 1.79E-16 3.03E-14 1.62E-12 1.18E-11 8.22E-11 3.78E-10 7.11E-10 1.13E-09 1.63E-09 1.97E-09 2.39E-09 2.76E-09 2.90E-09 2.95E-09 2.91E-09 2.83E-09 2.68E-09 2.43E-09 2.25E-09 2.06E-09 1.85E-09 1.70E-09 1.51E-09 1.28E-09 1.14E-09 1.01E-09
4.40E-35 2.18E-26 1.87E-19 1.78E-16 3.02E-14 1.61E-12 1.17E-11 8.14E-11 3.74E-10 7.02E-10 1.12E-09 1.61E-09 1.95E-09 2.36E-09 2.73E-09 2.86E-09 2.91E-09 2.87E-09 2.80E-09 2.65E-09 2.41E-09 2.23E-09 2.04E-09 1.83E-09 1.69E-09 1.50E-09 1.27E-09 1.14E-09 1.01E-09
